statement,label
তোমাকে নয়ন ভরে দেখলেও ফুরোবে দিনতবুও থেকে থেকে যেও শেষ কিছুদিন। ইতিতোমার,vulnerable
ডিপ্রেশনের কারণে কতবার নিজেকে শেষ করার কথা ভেবেছি তাবলে বুঝানো যাবে,vulnerable
মায়ের থেকে মাশির দরদ বেশি,vulnerable
এখন আমার ভালো থাকা আমার উপর নেই এখন আমার আমি বাঁচে ঘিরে তোমাকেই,vulnerable
বৃষ্টিতে ভিজে এলার্জি দ্বারা লাঞ্চিত লোরাটিডিন ট্যাবলেট এর কাছে বিচার দিলুম রায়ে এক বস্তা ঘুম ঘাড়ে চাপিয়ে দিছে দেশে বিচার নাই রে,vulnerable
মনের অজান্তেই চোখ দিয়ে পানি পড়াতে লাগলো,vulnerable
সংযুক্ত আরব আমিরাত এমন একটি গাছ দেখে দেশের কথা মনে পড়ে গেল,vulnerable
কিছু করার নাই সরকারি চাকরি ছাড়া বিয়া হবে,vulnerable
উন্নয়ন এমনে হয়।। জনগনের রক্ত চুষে তারপর উন্নয়ন হয়। সিন্ডিকেটের কারণে যদি দাম বারে তাহলে সরকারী দায়ী থাকবে।,vulnerable
মনে হয় জীবনের অস্পষ্টতায় আমি নিজের অভিজ্ঞতা হারিয়ে গেছি যেটি ফিরিয়ে পেতে অসম্ভব মনে হয়।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।,vulnerable
খোজ নিলে দেখা যাবে বাসের ফিটনেস রুটপার্মিটও চালকের ড্রাইভিং লাইসেন্স নাই ।।।।।।,vulnerable
বার চোখ ভিজে গেলো। সত্যি অসাধারন কথা গুলো।।,vulnerable
ভালোবাসার সম্পর্কে বিশ্বাস ভাঙার স্বভাবটা মানুষের জন্মগত । স্বামী ঠকাচ্ছেন স্ত্রীকে ; স্ত্রী ঠকাচ্ছেন স্বামীকে । প্রেমিক ধোঁকা দিচ্ছেন প্রেমিকাকে ; আবার প্রেমিকাও সুযোগ বুঝে প্রেমিকের কাছ থেকে সরে যাচ্ছেন । তাঁদেরই বা এমন কী দোষ ? যুগের বাতাসেই তো বিশ্বাস ভঙ্গের গন্ধ ! ,vulnerable
