Label,Text
non_depressive,"আলাউদ্দিন রোড , নাজিরাবাজার"
depressive,মুহূর্তটা খুব সুন্দর ছিলো গানটার সাথে তাদের কষ্টদায়ক মুহূর্ত গুলো মিলে যাচ্ছিলো
non_depressive,"একজন পরিবহন চাঁদাবাজ , আর পরিবহন গুন্ডা যখন মিনিস্টার হয় তখন এর চেয়ে ভাল সার্ভিস আশা করাটা বাড়াবাড়ি ; এখন মিনিস্টার হতে শিক্ষা আর আদর্শ লাগে না ; লাগে পেশী আর ম্যাডামকে খুশি করার চাটুকারী কৌশল । : "
depressive,দাম বাড়ে বাজারে। কিন্তু কৃষকরা কিন্তু লাপ পায় না। কৃষকরা চাষ করে নিজেরা চলতে পারে
non_depressive,আলহামদুলিল্লাহ টিকা নিয়ে এখনও ভালো আছি।
depressive,আমরা আনন্দ চেষ্টা করি বিপর্যয়ের সাথে অসংখ্য প্রতিযোগিতা করে নিয়ে আসি।আর কষ্ট দিবিরে তোরা বাঙালি
non_depressive,তাহলে তাকে পুলিশে পদার্থ নিয়ে তার অস্ত্রের লাইসেন্স বাতিল করা হলো কেন যদি এরকম আইন থাকে বাতিল করার
depressive,আমার মতো কেও আছো গান পতি রাত শুনতে
non_depressive,সরকার যদি দেশের বেকারত্ব দুর করতে চায় আমার মতে প্রথমে দেশে কর্মসংস্থানের ব্যবস্থা করতে হবে।
depressive,আমাদের জীবনে অসম্ভব দুঃখ আমাদের অগ্রদিকে নিয়ে যাচ্ছে যেখানে আমরা শুধু আনন্দ খুঁজে বের করতে চাই।
